PassengerId,HomePlanet,CryoSleep,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,GroupID,GroupSize,CabinDeck,CabinNum,CabinSide,Cabin_missing,NoAmenities,LikelyBudgetPassenger,Surname,CryoSleep_missing,RoomService_missing,FoodCourt_missing,ShoppingMall_missing,Spa_missing,VRDeck_missing,TotalSpend,MissingSpendCount,LuxurySpend,EssentialSpend,RoomService_log,FoodCourt_log,ShoppingMall_log,Spa_log,VRDeck_log,TotalSpend_log,LuxurySpend_log,EssentialSpend_log,CryoSleep_ZeroSpend,FamilySize,VIP_confidence,VIP_cleaned,Destination_confidence,Destination_cleaned,Age_confidence
0008_03,Europa,False,B/1/P,45.0,39.0,7295.0,589.0,110.0,124.0,Wezena Flatic,True,0008,3,B,1.0,P,0,0,False,Flatic,0,0,0,0,0,0,8157.0,0,7529.0,628.0,3.6888794541139363,8.895081531754167,6.380122536899765,4.709530201312334,4.8283137373023015,9.006754319877503,8.92665032079394,6.444131256700441,0,3.0,known,False,known,55 Cancri e,known
0009_01,Mars,False,F/1/P,32.0,73.0,0.0,1123.0,0.0,113.0,Berers Barne,True,0009,1,F,1.0,P,0,0,False,Barne,0,0,0,0,0,0,1309.0,0,113.0,1196.0,4.30406509320417,0.0,7.024649030453636,0.0,4.736198448394496,7.177782416195197,4.736198448394496,7.087573705557973,0,4.0,known,False,known,TRAPPIST-1e,known
0010_01,Earth,False,G/1/S,48.0,719.0,1.0,65.0,0.0,24.0,Reney Baketton,False,0010,1,G,1.0,S,0,0,False,Baketton,0,0,0,0,0,0,809.0,0,25.0,784.0,6.579251212010101,0.6931471805599453,4.189654742026425,0.0,3.2188758248682006,6.697034247666484,3.258096538021482,6.665683717782408,0,6.0,known,False,known,TRAPPIST-1e,known
0011_01,Earth,False,F/2/P,28.0,8.0,974.0,12.0,2.0,7.0,Elle Bertsontry,True,0011,1,F,2.0,P,0,0,False,Bertsontry,0,0,0,0,0,0,1003.0,0,983.0,20.0,2.1972245773362196,6.882437470997847,2.5649493574615367,1.0986122886681098,2.0794415416798357,6.911747300251674,6.891625897052253,3.044522437723423,0,9.0,known,False,known,TRAPPIST-1e,known
0012_01,Earth,False,Unknown,31.0,32.0,0.0,876.0,0.0,0.0,Justie Pooles,False,0012,1,Unknown,-1.0,Unknown,1,0,False,Pooles,0,0,0,0,0,0,908.0,0,0.0,908.0,3.4965075614664802,0.0,6.776506992372183,0.0,0.0,6.812345094177479,0.0,6.812345094177479,0,12.0,known,False,known,TRAPPIST-1e,known
0014_01,Mars,False,F/3/P,27.0,1286.0,122.0,0.0,0.0,0.0,Flats Eccle,False,0014,1,F,3.0,P,0,0,False,Eccle,0,0,0,0,0,0,1408.0,0,122.0,1286.0,7.160069207596127,4.812184355372417,0.0,0.0,0.0,7.25063551189868,4.812184355372417,7.160069207596127,0,2.0,known,False,known,55 Cancri e,known
0015_01,Earth,False,F/4/P,24.0,0.0,1.0,0.0,0.0,637.0,Carry Hughriend,False,0015,1,F,4.0,P,0,0,False,Hughriend,0,0,0,0,0,0,638.0,0,638.0,0.0,0.0,0.6931471805599453,0.0,0.0,6.45833828334479,6.459904454377535,6.459904454377535,0.0,0,9.0,known,False,known,55 Cancri e,known
0016_01,Mars,True,F/5/P,45.0,0.0,0.0,0.0,0.0,0.0,Alus Upead,True,0016,1,F,5.0,P,0,1,False,Upead,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,known,False,known,TRAPPIST-1e,known
0017_01,Earth,False,G/0/P,0.0,0.0,0.0,0.0,0.0,0.0,Lyde Brighttt,True,0017,2,G,0.0,P,0,1,False,Brighttt,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,known,False,known,TRAPPIST-1e,known
0017_02,Earth,False,F/6/P,14.0,412.0,0.0,1.0,0.0,679.0,Philda Brighttt,False,0017,2,F,6.0,P,0,0,False,Brighttt,0,0,0,0,0,0,1092.0,0,679.0,413.0,6.023447592961033,0.0,0.6931471805599453,0.0,6.522092798170152,6.996681488176539,6.522092798170152,6.025865973825314,0,8.0,known,False,known,55 Cancri e,known
0020_01,Earth,True,E/0/S,1.0,0.0,0.0,0.0,0.0,0.0,Almary Brantuarez,False,0020,6,E,0.0,S,0,1,False,Brantuarez,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,known,False,known,TRAPPIST-1e,known
0020_02,Earth,True,E/0/S,49.0,0.0,0.0,0.0,0.0,0.0,Glendy Brantuarez,False,0020,6,E,0.0,S,0,1,False,Brantuarez,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,known,False,known,55 Cancri e,known
0020_03,Earth,True,E/0/S,29.0,0.0,0.0,0.0,0.0,0.0,Mollen Mcfaddennon,False,0020,6,E,0.0,S,0,1,False,Mcfaddennon,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,known,False,known,55 Cancri e,known
0020_04,Earth,False,E/0/S,10.0,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,True,0020,6,E,0.0,S,0,1,False,Jacostanley,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,known,False,known,TRAPPIST-1e,known
0020_05,Earth,True,E/0/S,1.0,0.0,0.0,0.0,0.0,0.0,Mael Brantuarez,False,0020,6,E,0.0,S,0,1,False,Brantuarez,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,known,False,known,PSO J318.5-22,known
0020_06,Earth,False,E/0/S,7.0,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,False,0020,6,E,0.0,S,0,1,False,Mcfaddennon,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,known,False,known,TRAPPIST-1e,known
0022_01,Mars,False,D/0/P,21.0,980.0,2.0,69.0,0.0,0.0,,False,0022,1,D,0.0,P,0,0,False,,0,0,0,0,0,0,1051.0,0,2.0,1049.0,6.8885724595653635,1.0986122886681098,4.248495242049359,0.0,0.0,6.9584483932976555,1.0986122886681098,6.956545443151569,0,,known,False,known,TRAPPIST-1e,known
0024_01,Europa,True,C/2/S,62.0,0.0,0.0,0.0,0.0,0.0,Penton Fullided,True,0024,1,C,2.0,S,0,1,False,Fullided,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,known,False,known,TRAPPIST-1e,known
0025_01,Earth,False,F/6/S,15.0,0.0,225.0,0.0,998.0,0.0,Karard Brookenson,False,0025,1,F,6.0,S,0,0,False,Brookenson,0,0,0,0,0,0,1223.0,0,1223.0,0.0,0.0,5.420534999272286,0.0,6.906754778648554,0.0,7.1098794630722715,7.1098794630722715,0.0,0,6.0,known,False,known,TRAPPIST-1e,known
0026_01,Europa,False,C/0/P,34.0,22.0,6073.0,0.0,1438.0,328.0,Anyoni Unconary,False,0026,1,C,0.0,P,0,0,False,Unconary,0,0,0,0,0,0,7861.0,0,7839.0,22.0,3.1354942159291497,8.711772645605693,0.0,7.271703706887368,5.796057750765372,8.969796305981806,8.966994113344454,3.1354942159291497,0,2.0,known,False,known,55 Cancri e,known
0028_01,Mars,False,F/8/P,43.0,1125.0,0.0,136.0,48.0,0.0,Ceros Mare,False,0028,1,F,8.0,P,0,0,False,Mare,0,0,0,0,0,0,1309.0,0,48.0,1261.0,7.026426808699636,0.0,4.919980925828125,3.8918202981106265,0.0,7.177782416195197,3.8918202981106265,7.140453043101158,0,5.0,known,False,known,TRAPPIST-1e,known
0030_01,Earth,False,G/4/S,32.0,0.0,850.0,81.0,437.0,453.0,Ginia Morsentley,False,0030,1,G,4.0,S,0,0,False,Morsentley,0,0,0,0,0,0,1821.0,0,1740.0,81.0,0.0,6.7464121285733745,4.406719247264253,6.082218910376446,6.118097198041348,7.507690077819904,7.462214939768189,4.406719247264253,0,4.0,known,False,known,TRAPPIST-1e,known
0031_01,Mars,False,F/9/P,47.0,214.0,0.0,1411.0,0.0,1229.0,Coobix Datie,True,0031,3,F,9.0,P,0,0,False,Datie,0,0,0,0,0,0,2854.0,0,1229.0,1625.0,5.3706380281276624,0.0,7.252762418053187,0.0,7.114769448366463,7.956827122090111,7.114769448366463,7.3938782901077555,0,5.0,known,False,known,TRAPPIST-1e,known
0031_02,Mars,False,F/9/P,2.0,0.0,0.0,0.0,0.0,0.0,Cinets Datie,True,0031,3,F,9.0,P,0,1,False,Datie,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,known,False,known,TRAPPIST-1e,known
0031_03,Mars,False,F/9/P,20.0,0.0,0.0,1750.0,990.0,0.0,Dontch Datie,True,0031,3,F,9.0,P,0,0,False,Datie,0,0,0,0,0,0,2740.0,0,990.0,1750.0,0.0,0.0,7.467942332285852,6.898714534329988,0.0,7.916078096302786,6.898714534329988,7.467942332285852,0,5.0,known,False,known,TRAPPIST-1e,known
0034_01,Europa,True,D/1/S,28.0,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,True,0034,1,D,1.0,S,0,1,False,Oingwhedly,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,known,False,known,55 Cancri e,known
0035_01,Mars,False,D/1/P,23.0,784.0,964.0,0.0,951.0,0.0,Luse Butte,False,0035,1,D,1.0,P,0,0,False,Butte,0,0,0,0,0,0,2699.0,0,1915.0,784.0,6.665683717782408,6.872128101338986,0.0,6.858565034791365,0.0,7.90100705199242,7.557994958530806,6.665683717782408,0,6.0,known,False,known,55 Cancri e,known
0036_01,Earth,False,F/8/S,15.0,0.0,492.0,48.0,20.0,401.0,Marina Leodger,False,0036,1,F,8.0,S,0,0,False,Leodger,0,0,0,0,0,0,961.0,0,913.0,48.0,0.0,6.20050917404269,3.8918202981106265,3.044522437723423,5.996452088619021,6.8690144506657065,6.81783057145415,3.8918202981106265,0,6.0,missing,False,known,55 Cancri e,known
0038_01,Earth,False,F/10/S,20.0,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,False,0038,1,F,10.0,S,0,0,False,Wheelez,0,0,0,0,0,0,3355.0,0,2801.0,554.0,6.318968113746434,5.278114659230517,0.0,7.865955413933502,0.0,8.118505067587098,7.938088726896952,6.318968113746434,0,7.0,known,False,known,55 Cancri e,known
0039_01,Earth,True,G/1/P,30.0,0.0,0.0,0.0,0.0,0.0,Jorgie Batthewitt,False,0039,1,G,1.0,P,0,1,False,Batthewitt,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,known,False,known,55 Cancri e,known
0041_01,Earth,True,G/2/P,17.0,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True,0041,1,G,2.0,P,0,1,False,Moodsey,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,known,False,known,TRAPPIST-1e,known
0043_01,Europa,False,B/3/P,45.0,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,False,0043,1,B,3.0,P,0,0,False,Cylistrand,0,0,0,0,0,0,3575.0,0,3530.0,45.0,0.0,5.10594547390058,3.828641396489095,7.828834527588089,6.752270376141742,8.182000136293405,8.169336395928386,3.828641396489095,0,3.0,known,False,known,TRAPPIST-1e,known
0044_01,Earth,True,G/3/P,55.0,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False,0044,3,G,3.0,P,0,1,False,Coopelandez,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,known,False,known,TRAPPIST-1e,known
0044_02,Earth,True,G/3/P,4.0,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True,0044,3,G,3.0,P,0,1,False,Coopelandez,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,known,False,known,55 Cancri e,known
0044_03,Earth,True,G/3/P,21.0,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,0044,3,G,3.0,P,0,1,False,Coopelandez,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,known,False,known,PSO J318.5-22,known
0045_01,Mars,False,F/10/P,21.0,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,False,0045,2,F,10.0,P,0,0,False,Chmad,0,0,0,0,0,0,1214.0,0,64.0,1150.0,6.878326468291325,0.0,5.198497031265826,0.0,4.174387269895637,7.102499355774649,4.174387269895637,7.048386408721883,0,7.0,known,False,known,TRAPPIST-1e,known
0045_02,Mars,True,F/10/P,19.0,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,0045,2,F,10.0,P,0,1,False,Chmad,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,known,False,assumed_mode,TRAPPIST-1e,known
0050_01,Earth,False,E/1/S,35.0,790.0,0.0,0.0,0.0,0.0,Sony Lancis,False,0050,1,E,1.0,S,0,0,False,Lancis,0,0,0,0,0,0,790.0,0,0.0,790.0,6.673297967767654,0.0,0.0,0.0,0.0,6.673297967767654,0.0,6.673297967767654,0,3.0,known,False,known,55 Cancri e,known
0051_01,Earth,False,E/2/S,56.0,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,False,0051,1,E,2.0,S,0,0,False,Johnshines,0,0,0,0,0,0,1618.0,0,1618.0,0.0,0.0,4.727387818712341,0.0,7.22983877815125,4.852030263919617,7.389563953677635,7.389563953677635,0.0,0,6.0,known,False,known,TRAPPIST-1e,known
0052_01,Earth,False,G/6/S,31.7122688407238,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,False,0052,1,G,6.0,S,0,0,False,Hubbarton,0,0,0,0,0,0,4689.0,0,4683.0,6.0,1.6094379124341003,0.0,1.0986122886681098,8.451907724717607,0.0,8.453187861440325,8.451907724717607,1.9459101490553132,0,8.0,known,False,known,TRAPPIST-1e,inferred_solo_adult
0053_01,Earth,False,F/11/S,25.0,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,True,0053,1,F,11.0,S,0,0,False,Hickerson,0,0,0,0,0,0,1939.0,0,1.0,1938.0,0.0,0.0,7.569927655242652,0.0,0.6931471805599453,7.570443252057374,0.6931471805599453,7.569927655242652,0,10.0,known,False,known,TRAPPIST-1e,known
0056_01,Europa,False,A/1/S,2.0,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,0056,3,A,1.0,S,0,1,False,Tractive,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,known,False,known,TRAPPIST-1e,known
0056_02,Europa,True,A/1/S,38.0,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,0056,3,A,1.0,S,0,1,False,Tractive,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,known,False,known,TRAPPIST-1e,known
0056_03,Europa,False,A/1/S,27.0,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,True,0056,3,A,1.0,S,0,0,False,Tractive,0,0,0,0,0,0,4547.0,0,894.0,3653.0,5.634789603169249,6.406879986069314,8.12415060330663,5.659482215759621,1.3862943611198906,8.422442854870427,6.796823718274855,8.203577736937952,0,6.0,known,False,known,TRAPPIST-1e,known
0058_01,Earth,True,G/7/S,36.0,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,0058,1,G,7.0,S,0,1,False,Ayalazquez,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,known,False,known,PSO J318.5-22,known
0061_01,Earth,False,F/12/S,22.0,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,False,0061,1,F,12.0,S,0,0,False,Salez,0,0,0,0,0,0,2667.0,0,2474.0,193.0,3.828641396489095,7.00033446027523,5.003946305945459,7.228388451573604,0.6931471805599453,7.889084407035514,7.813995675002791,5.267858159063328,0,5.0,known,False,known,TRAPPIST-1e,known
0062_01,Earth,False,F/13/S,62.0,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,False,0062,1,F,13.0,S,0,0,False,Greeves,0,0,0,0,0,0,634.0,0,634.0,0.0,0.0,6.385194398997726,0.0,2.8903717578961645,3.258096538021482,6.453624998892692,6.453624998892692,0.0,0,8.0,known,False,known,TRAPPIST-1e,known
0064_01,Mars,True,F/14/S,15.0,0.0,0.0,0.0,0.0,0.0,,True,0064,2,F,14.0,S,0,1,False,,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,known,False,known,TRAPPIST-1e,known
0064_02,Mars,True,E/3/S,33.0,0.0,0.0,0.0,0.0,0.0,Colatz Keen,True,0064,2,E,3.0,S,0,1,False,Keen,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,known,False,known,TRAPPIST-1e,known
0066_01,Earth,False,G/6/P,62.0,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,False,0066,1,G,6.0,P,0,0,False,Pecketton,0,0,0,0,0,0,811.0,0,613.0,198.0,0.6931471805599453,5.0369526024136295,5.288267030694535,0.0,6.133398042996649,6.699500340161678,6.419994928147142,5.293304824724492,0,5.0,known,False,known,TRAPPIST-1e,known
0067_01,Earth,True,G/10/S,0.0,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,0067,3,G,10.0,S,0,1,False,Leeves,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,known,False,known,PSO J318.5-22,known
0067_02,Earth,False,G/10/S,18.0,1.0,258.0,446.0,0.0,0.0,Celine Leeves,True,0067,3,G,10.0,S,0,0,False,Leeves,0,0,0,0,0,0,705.0,0,258.0,447.0,0.6931471805599453,5.556828061699537,6.102558594613569,0.0,0.0,6.559615237493242,5.556828061699537,6.104793232414985,0,9.0,known,False,known,TRAPPIST-1e,known
0067_03,Earth,False,F/15/S,21.0,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,False,0067,3,F,15.0,S,0,0,False,Leeves,0,0,0,0,0,0,2007.0,0,61.0,1946.0,7.5740450053721995,3.6375861597263857,0.0,0.0,3.2188758248682006,7.60489448081162,4.127134385045092,7.5740450053721995,0,9.0,known,False,known,55 Cancri e,known
0068_01,Mars,False,E/4/S,31.7122688407238,793.0,0.0,2.0,253.0,0.0,Cinst Binie,False,0068,1,E,4.0,S,0,0,False,Binie,0,0,0,0,0,0,1048.0,0,253.0,795.0,6.677083461247136,0.0,1.0986122886681098,5.537334267018537,0.0,6.955592608396297,5.537334267018537,6.679599185844383,0,3.0,known,False,known,TRAPPIST-1e,inferred_solo_adult
0069_01,Earth,False,F/16/S,42.0,887.0,0.0,9.0,6.0,0.0,,True,0069,1,F,16.0,S,0,0,False,,0,0,0,0,0,0,902.0,0,6.0,896.0,6.78897174299217,0.0,2.302585092994046,1.9459101490553132,0.0,6.805722553416985,1.9459101490553132,6.799055862058796,0,,known,False,known,TRAPPIST-1e,known
0070_01,Earth,False,F/13/P,19.0,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,False,0070,1,F,13.0,P,0,0,False,Brighttt,0,0,0,0,0,0,922.0,0,727.0,195.0,5.25227342804663,0.0,1.791759469228055,0.6931471805599453,6.588926477533519,6.827629234502852,6.590301048196686,5.278114659230517,0,8.0,known,False,known,TRAPPIST-1e,known
0071_01,Earth,False,F/14/P,17.0,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,False,0071,1,F,14.0,P,0,0,False,Dillines,0,0,0,0,0,0,2233.0,0,2217.0,16.0,2.833213344056216,7.680637427560936,0.0,0.0,3.970291913552122,7.711548979629146,7.704361167910313,2.833213344056216,0,3.0,known,False,known,TRAPPIST-1e,known
0072_01,Earth,False,F/17/S,14.0,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,False,0072,1,F,17.0,S,0,0,False,Brantuarez,0,0,0,0,0,0,1064.0,0,1064.0,0.0,0.0,0.6931471805599453,0.0,0.0,6.96979066990159,6.970730078143525,6.970730078143525,0.0,0,8.0,known,False,known,TRAPPIST-1e,known
0073_01,Mars,False,D/3/P,37.0,46.0,83.0,738.0,0.0,12.0,Gorn Make,False,0073,1,D,3.0,P,0,0,False,Make,0,0,0,0,0,0,879.0,0,95.0,784.0,3.8501476017100584,4.430816798843313,6.6052979209482015,0.0,2.5649493574615367,6.779921907472252,4.564348191467836,6.665683717782408,0,11.0,known,False,known,PSO J318.5-22,known
0074_01,Europa,False,C/3/S,42.0,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,True,0074,1,C,3.0,S,0,0,False,Mostedry,0,0,0,0,0,0,8904.0,0,8903.0,1.0,0.6931471805599453,9.035748861244139,0.0,0.0,6.2285110035911835,9.094368195723762,9.094255892955381,0.6931471805599453,0,7.0,known,False,known,TRAPPIST-1e,known
0076_01,Mars,False,F/18/S,27.0,147.0,0.0,1018.0,0.0,0.0,Conk Dal,True,0076,1,F,18.0,S,0,0,False,Dal,0,0,0,0,0,0,1165.0,0,0.0,1165.0,4.997212273764115,0.0,6.926577033222725,0.0,0.0,7.061334366910438,0.0,7.061334366910438,0,11.0,known,False,known,TRAPPIST-1e,known
0077_01,Mars,False,F/15/P,28.0,14.0,0.0,1295.0,0.0,0.0,Pon Blité,True,0077,1,F,15.0,P,0,0,False,Blité,0,0,0,0,0,0,1309.0,0,0.0,1309.0,2.70805020110221,0.0,7.16703787691222,0.0,0.0,7.177782416195197,0.0,7.177782416195197,0,2.0,known,False,known,TRAPPIST-1e,known
0078_01,Europa,False,C/4/S,38.0,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,False,0078,1,C,4.0,S,0,0,False,Pokerheed,0,0,0,0,0,0,15815.0,0,15815.0,0.0,0.0,8.67265729404031,0.0,5.7745515455444085,9.175231194862615,9.668777364850452,9.668777364850452,0.0,0,4.0,known,False,known,TRAPPIST-1e,known
0081_01,Earth,True,G/13/S,13.0,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,0081,1,G,13.0,S,0,1,False,Vinozarks,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,known,False,known,TRAPPIST-1e,known
